epoch,train_loss,train_seconds,accuracy,macro_f1,eval_seconds
1,1.8584454642548565,87.19288210000377,0.5666954058381574,0.3244826374498042,98.41006380005274
2,1.0716677447325196,105.22881330002565,0.6993677382272037,0.5565076904992559,96.96677649999037
3,0.7261065833676444,111.89231150003616,0.851623763189227,0.8564482690276591,95.7769549000077
4,0.5068134406376854,115.4639967000112,0.8530812497434003,0.8827855728044947,102.70115139998961
5,0.3912523257930523,115.86024229996838,0.9109701523176089,0.930106516559106,102.25344840006437
