epoch,train_loss,accuracy,macro_f1
1,1.040814020142771,0.727306318512132,0.7118924096782424
2,0.4025786363572185,0.9294453339902287,0.9095435885920831
3,0.23583631440653144,0.9012193619903929,0.9497376309534468
4,0.17022539626528352,0.9482489633370283,0.9743759630093204
5,0.15491041062281072,0.7959724103953689,0.9086066041142973
